17,021;57,153;17,696;58,118;Medbus;19,1;49
17,021;57,178;17,686;58,087;Klimalogg;19,7;49
16,94;57,104;17,404;58,087;;;
16,94;57,581;17,404;59,344;;;
16,93;57,581;17,404;59,369;;;
16,94;57,581;17,404;59,369;;;
16,93;57,532;17,404;59,369;;;
16,94;57,556;17,404;59,369;;;
16,93;57,605;17,404;59,369;;;
16,93;57,605;17,404;59,344;;;
16,93;57,581;17,404;59,344;;;
16,91;57,556;17,404;59,344;;;
16,91;57,581;17,393;59,344;;;
